post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
49485532,Does the Sumerian King List Align with Paleoclimate Events?,worldnews,133,80,dev_l1x_be,2026-08-30 14:39:28.908194,0.5970149253731343,True
49475979,Interactive Warhammer 40k Galaxy Map,worldnews,156,57,gbxyz,2026-08-30 14:39:30.507701,0.3630573248407643,True
49441316,Global demand for sand spawned a worldwide boom in illegal mining (2015),worldnews,75,29,EndXA,2026-08-30 14:39:31.326621,0.3815789473684211,False
49490702,GrapheneOS project: pixel 11 no longer supports hardware memory tagging (MTE),worldnews,299,169,400thecat,2026-08-30 14:39:31.417151,0.5633333333333334,True
49468834,Previewing the Model Hardware Standard,worldnews,134,59,surprisetalk,2026-08-30 14:39:36.246791,0.43703703703703706,True
49464391,"US Government designates host of noblogs.org a ""global terrorist""",worldnews,279,157,robtherobber,2026-08-30 14:39:37.068361,0.5607142857142857,True
49489939,Global Trade and the United States Navy,worldnews,7,2,Pwntheon,2026-08-30 14:39:37.997464,0.25,False
49496513,"What happens to a country when everyone leaves? Tuvalu, an island nation [video]",worldnews,6,0,thelastgallon,2026-08-30 14:39:38.099979,0.0,False
49432201,How credit card rewards became a $9.2B wealth transfer,worldnews,255,451,conbrian,2026-08-30 14:39:39.447381,1.76171875,True
49495171,No Country for Mediocre Mathematicians,worldnews,30,8,reasonableklout,2026-08-30 14:39:43.197400,0.25806451612903225,False
49479898,"Barrier lake continues to pose flood risk, China warns",worldnews,89,23,r721,2026-08-30 14:39:46.584090,0.25555555555555554,False
49492432,Warp builds self-improving agents on Claude,worldnews,58,57,shenli3514,2026-08-30 14:39:48.993023,0.9661016949152542,False
49495977,America's long march toward Chinese-style surveillance state,worldnews,10,1,pir8life4me,2026-08-30 14:39:52.617514,0.09090909090909091,False
49425800,Vintage Artificial Intelligence: Before It Got Awkward,worldnews,163,31,signor_bosco,2026-08-30 14:39:53.084764,0.18902439024390244,True
49422227,Characterizing Agentic Flooding of Government Services,worldnews,82,87,lensecat,2026-08-30 14:39:54.843027,1.0481927710843373,False
49475404,"Climate change is strengthening El Niño, coral records suggest",worldnews,121,123,shymaple,2026-08-30 14:40:01.763031,1.0081967213114753,False
49454366,Six government passport CAs that Python rejects and OpenSSL accepts,worldnews,18,6,Eginn-33,2026-08-30 14:40:04.475791,0.3157894736842105,False
49479872,Army Awards $2.2B for 'Microreactors' On U.S. Bases,worldnews,19,3,lxm,2026-08-30 14:40:06.167176,0.15,False
49435495,"Otto Dix, Nietzsche, and the Great War (2019)",worldnews,42,28,samizdis,2026-08-30 14:40:07.256385,0.6511627906976745,False
49497819,An implementation of Conway's Game of Life for Windows 3.1x and later,sports,27,3,Bluestein,2026-08-30 14:39:21.002203,0.10714285714285714,False
49456819,Europe's last regular standard-gauge steam passenger service,sports,112,26,GungulSurm,2026-08-30 14:39:26.795089,0.23008849557522124,False
49489968,SteamOS 3.9.0 Preview,sports,41,25,EspadaV9,2026-08-30 14:39:44.175792,0.5952380952380952,False
49466006,Decompiling a Nintendo 64 game in 84 days,sports,268,181,knackers,2026-08-30 14:39:47.065763,0.6728624535315985,True
49422784,The entire city of San Francisco as a video game,sports,610,172,centrosphere,2026-08-30 14:39:52.707529,0.281505728314239,True
49477217,"Show HN: Texttile, a multiplayer blog engine for people who write together",sports,13,3,klausbreyer,2026-08-30 14:39:55.891807,0.21428571428571427,False
49463464,Two Alleged 'TeamPCP' Hackers Arrested in Australia,sports,20,2,hacb,2026-08-30 14:40:00.714213,0.09523809523809523,False
49490870,Nancy Grace Roman Space Telescope,science,243,86,JumpCrisscross,2026-08-30 14:39:22.488474,0.3524590163934426,True
49486172,Our decision on Cursor following its acquisition by SpaceX,science,822,513,meetpateltech,2026-08-30 14:39:29.365242,0.6233292831105711,True
49481455,Autonomous Mathematical Discovery in an Open-World Multi-Agent Environment,science,118,40,stephenchung,2026-08-30 14:39:30.231249,0.33613445378151263,False
49493244,What we want is a hunter gatherer lifestyle with space age tools (2022),science,78,88,bilsbie,2026-08-30 14:39:31.613044,1.1139240506329113,False
49477925,Interactive pattern discovery in binaries (FF-16-TUI),science,30,3,HexLasso,2026-08-30 14:39:39.261863,0.0967741935483871,False
49420530,Peppermint oil reduces blood pressure by 8.48 mmHg in small study,science,231,108,brandonb,2026-08-30 14:39:56.715004,0.46551724137931033,True
49466989,Why HPSC Is a Big Deal for Space Exploration,science,27,8,mooreds,2026-08-30 14:39:58.696845,0.2857142857142857,False
49467699,Compromising Signal's Contact Discovery Enclave (SGX),science,12,4,RobLach,2026-08-30 14:40:04.388224,0.3076923076923077,False
49497227,Show HN: Bolnee-Chat – Self Hosted Chatbot Integration in Your Business Website,entertainment,29,0,AniketWathore,2026-08-30 14:39:23.391463,0.0,False
49447178,Show HN: Typebase – A single-folder back end you write in TypeScript,entertainment,109,30,andrewww-dev,2026-08-30 14:39:26.140826,0.2727272727272727,False
49497217,Memo to Ridley Scott: no one needs more Alien: Covenant movies,entertainment,11,9,dtnm,2026-08-30 14:39:27.959892,0.75,False
49438865,"Show HN: I missed the moving blocks, so I built a real Linux disk defragmenter",entertainment,74,61,gbin,2026-08-30 14:39:29.170525,0.8133333333333334,False
49476894,Show HN: SubSmith – Turn your own videos into language-learning material,entertainment,73,51,IbrahimF96,2026-08-30 14:39:32.341118,0.6891891891891891,False
49483038,"Show HN: Sesame - a local-first, open-source password manager",entertainment,62,84,d0mkaaa,2026-08-30 14:39:33.353543,1.3333333333333333,False
49461817,Show HN: The load-bearing vocabulary of Claude,entertainment,688,321,Labo333,2026-08-30 14:39:33.636258,0.46589259796806964,True
49428343,"Box of 300 Love Letters Showed Up, What Whimsical WWII Soldier Who Wrote Them?",entertainment,40,8,gmays,2026-08-30 14:39:34.622104,0.1951219512195122,False
49491755,Show HN: Flint – A minimal C/C++ package manager and build tool written in C,entertainment,11,2,mbhatt99,2026-08-30 14:39:35.093653,0.16666666666666666,False
49491968,Show HN: PhpEZ – A tiny PHP framework for shared LAMP hosting,entertainment,9,2,qcfe,2026-08-30 14:39:36.974660,0.2,False
49471965,"Show HN: OpenTIE and OpenXWA, Modern Ports of Tie Fighter and X-Wing Alliance",entertainment,223,57,elyosh,2026-08-30 14:39:37.340327,0.2544642857142857,True
49466704,"Show HN: Watches user sessions, finds bugs that matter, and fixes them",entertainment,39,11,aray07,2026-08-30 14:39:40.305857,0.275,False
49489682,"Show HN: The impact that made the Moon, 262k particles in a browser tab",entertainment,9,8,gaploid,2026-08-30 14:39:40.579593,0.8,False
49471407,Show HN: We built open OpenRouter that turns usage into a better model,entertainment,219,46,SilenN,2026-08-30 14:39:41.502062,0.20909090909090908,True
49452037,Show HN: Build your own theme park,entertainment,56,25,thealexanderlee,2026-08-30 14:39:42.904881,0.43859649122807015,False
49492298,Breaking persistent undo shows Neovim can't be trusted,entertainment,16,2,hoorible,2026-08-30 14:39:43.299474,0.11764705882352941,False
49418813,Review: Chuwi's $449 Unibook laptop is a funhouse-mirror MacBook Neo,entertainment,57,40,rbanffy,2026-08-30 14:39:46.001230,0.6896551724137931,False
49468816,Show HN: Voronoi Go,entertainment,155,26,igpay,2026-08-30 14:39:46.780725,0.16666666666666666,True
49481956,Show HN: Blast – Open-source sandbox-as-a-service,entertainment,11,0,calebhwin,2026-08-30 14:39:46.968843,0.0,False
49488996,Show HN: Qwiksi a CLI tool for adding your signature to a PDFs,entertainment,9,0,krisraven,2026-08-30 14:39:47.631093,0.0,False
49467551,"Show HN: My Claude quota ran out in 10 minutes, so I made a tool to find out why",entertainment,88,67,sachinneravath,2026-08-30 14:39:47.911077,0.7528089887640449,False
49445286,Show HN: Buslens – where can I get to by bus? (UK),entertainment,83,55,RobinL,2026-08-30 14:39:48.453920,0.6547619047619048,False
49465291,Show HN: Restoredrill – proves your Postgres backups restore,entertainment,49,23,ahmadpiran,2026-08-30 14:39:49.633098,0.46,False
49464459,Show HN: RealDiff – runtime behavior diffing for pull requests (six languages),entertainment,40,10,issacnitin,2026-08-30 14:39:51.170607,0.24390243902439024,False
